"Trade_Code";"Trade_Cls";"TradeExternal_Cls";"Trade_Name";"Contact_Person";"Address1";"Address2";"City";"Postal_Code";"Telephone";"Fax";"Email";"Country_Cls";"Last_Update"
"304621";"001";"C";"TRIFA RAYA LABORATORIES~PT.";"";"Jl. Soekarno Hatta No. 219";"Rt. 002 Rw. 011 Kopo Bojong Loa Kaler";"Bandung";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304631";"001";"C";"AJINOMOTO BAKERY INDONESIA~PT.";"";"Jl. Laksda Yos Sudarso No. 77-78";"Sunter Jaya, Tanjung Priok";"Jakarta Utara DKI Jakarta";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304641";"001";"C";"ULTRA PRIMA ABADI~PT.";"";"Jl. Daan Mogot Km. 16";"Semanan - Kalideres";"Jakarta Barat";"11850";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304651";"001";"C";"ABC PRESIDENT INDONESIA~PT.";"";"EIGHTYEIGHT@KASABLANKA OFFICE TOWER A";"LANTAI 31 UNIT A-H JL. CASABLANCA RAYA KAV. 88";"TEBET JAKARTA SELATAN DKI JKT";"12870";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304661";"001";"C";"MATA AIR BOGA LESTARI~PT.";"";"Jl. Kayu Putih Selatan II No.34 RT.002 RW.06";"Kel. Pulogadung Kec. Pulogadung";"Jakarta Timur DKI Jakarta Raya";"13260";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304671";"001";"C";"KEM FARM INDONESIA~PT.";"";"Kawasan Industri Candi";"Jl. Gatot Subroto Blok 8 No 16";"Ngaliyan-Ngaliyan Semarang";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304681";"001";"C";"JAVA AGRITECH~PT.";"";"JL. RAYA SEMARANG KENDAL";"KM. 12, RANDUGARUT, TUGU";"SEMARANG, JAWA TENGAH";"00000";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304691";"001";"C";"BINTANG TOEDJOE~PT.";"";"Jl. Jend. A. Yani No. 2";"Pulomas, Pulogadung";"Jakarta Timur";"13210";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"305001";"001";"C";"PREMIER BOGA NUSANTARA~PT.";"";"Jl. Panglima Polim Raya No. 100";"Gedung Graha Ada Lt.4 Kramat Pela";"Kebayoran Baru Jakarta Selatan";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"305011";"001";"C";"KANEMATSU TRADING INDONESIA~PT.";"";"GEDUNG ATRIA@SUDIRMAN LANTAI 15 JALAN JENDERAL SUDIRMAN";"KAV.33A RT.006 RW.002 KARET TENGSIN  TANAH ABANG KOTA ADM.";"JAKARTA PUSAT DKI JAKARTA";"10220";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"305021";"001";"C";"SYNERGY MULIA COMPANY (SYMCO)~CV.";"";"Jl. Untung Suropati 89";"RT. 003 RW. 014 DR. Sutomo";"Tegalsari, Surabaya";"ID";"";"";"";"";"4/3/2021 10:56:00 AM"
"305031";"001";"C";"NUSANTARA BETA FARMA~PT.";"";"Jl. Sawahan Dalam IV No. 20";"Sawahan Dalam, Padang Timur";"Padang, Sumatera Barat";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"305041";"001";"C";"TANGGAMUS SUBUR MAKMUR~CV.";"";"Jl. Raya Utama Krandegan No. 680";"RT. 01 RW. 09 Gading Rejo - Gading Rejo";"Pringsewu";"00000";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"305051";"001";"C";"PERMA SFIDA BALI~PT.";"";"Jalan Nakula No.99 H";"Lingk. Legian Kaja Legian Kuta";"Kab. Badung Bali";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"305061";"001";"C";"GLOBAL BEAUTY SCIENCE~PT.";"";"Jl. Raya Pemda Tigaraksa";"Kp. Ciapus Indah Rt. 04/02 Cikupa";"Kabupaten Tangerang Banten";"000";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"305071";"001";"C";"DUAROMA BERLIAN SEJAHTERAH~PT.";"";"The Icon Western Cosmo Blok D-5 / 11";"BSD City RT.005 RW.007";"Sampora, Cisauk Kab. Tangerang";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"305081";"001";"C";"MITRA SUMBER NIAGA~PT.";"";"Mall Mangga Dua Square Lt. 3";"Jl. Gunung Sahari Raya No. 1 Blok A No. 27 RT. RW. Kel.Ancol";"Kec. Pademangan Jakarta Utara";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"305091";"001";"C";"MEGMILK SNOW BRAND INDONESIA~PT.";"";"Jl. Science Boulevard B1 No. A1 KWS";"Industri Jababeka V Jayamukti-Cikarang Pusat";"Bekasi";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306001";"001";"C";"INDUSTRI JAMU DAN FARMASI SIDO MUNCUL  Tbk~PT.";"";"Office Sido Muncul Lt.1 Gedung Hotel Tentrem Jl. Gajahmada";"No.123 Pekunden Semarang Tengah Kota Semarang";"Jawa Tengah";"50241";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306011";"001";"C";"DERMOZONE PRATAMA INDONESIA~PT.";"";"Kawasan Industri Jababeka II";"Jl. Industri Selatan 8-6 EEL Pasirsari, Cikarang Selatan";"Kab. Bekasi Jawa Barat";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306021";"001";"C";"GENERO PHARMACEUTICALS~PT.";"";"Jl. Arjuna Utara No 52";"Duri Kepa - Kebon Jeruk";"Jakarta Barat";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306031";"001";"C";"VADCO PROSPER MEGA~PT.";"";"Dusun Cikondang RT.004 RW.002";"Haurgombong, Pamulihan";"Sumedang Jawa Barat";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306041";"001";"C";"EKA JAYA INTERNATIONAL~PT.";"";"Vila Tangerang Regensi II Blok EA-2/84 RT 007 RW 007";"Gelam Jaya - Pasar Kemis";"Tangerang - Banten";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306051";"001";"C";"TRIDAYA MAJU BERSAMA~PT.";"";"Gedung Ruko Harapan Indah";"Jl. RC Veteran No. 11-I RT/RW. 001/003 Bintaro";"Pesanggrahan, Jakarta Selatan";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306061";"001";"C";"SARAKAMANDIRI SEMESTA~PT.";"";"Jl. Pancasila I RT. 003 RW. 002";"Cicadas Gunung Putri Bogor";"";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306071";"001";"C";"ULTRA SAKTI~PT.";"";"Jl. Bukit Gading Raya Blok RA No. 3 & 5";"Kelapa Gading Barat - Kelapa Gading Jakarta Utara";"DKI Jakarta Raya";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306081";"001";"C";"ABC KOGEN DAIRY~PT.";"";"Gedung Menara Imperium Lt. 17 Suite C (Lt. 17/C),";"Jl. HR. Rasuna Said Kavling 1 Kel. Guntur Kec. Setiabudi";"Jakarta Selatan, DKI Jakarta";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306091";"001";"C";"KIKKOMAN AKUFOOD INDONESIA~PT.";"";"Jl. Jababeka XII B W No. 25";"Harja Mekar Cikarang Utara";"Kab. Bekasi Jawa Barat";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306101";"001";"C";"MEKAR MANDIRI MAKMUR~PT.";"";"Jl IR Sutami Parang Loe Indah Blok M5 No. 1 & 2 RT. 000 RW.";"Kapasa, Tamalanrea Kota Makassar";"Sulawesi Selatan";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306111";"001";"C";"CEDEFINDO~PT.";"";"Jl. Raya Narogong KM 4 Rt. 008 Rw. 001";"Bojong Rawa Lumbu - Rawa Lumbu";"Kota Bekasi Jawa Barat";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306121";"001";"C";"OGAWA INDONESIA~PT.";"";"Kawasan Industri KIIC Lot. A-8A";"Toll Jakarta - Cikampek Km.47";"Karawang";"41361";"0218904218";"0218904239";"";"";"4/3/2021 10:56:00 AM"
"306131";"001";"C";"ESTETIKA SURYASUKSES MEDIKA~PT.";"";"GRAND GALAXI CITY RUKO ROSE";"GARDEN 3 NO. 58 JAKA SETIA, BEKASI SELATAN";"KOTA BEKASI JAWA BARAT";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306141";"001";"C";"UNITECH SUKSES MULIA~PT.";"";"Perkantoran Sunrise Garden Blok Blok A2 No.3 Rt. 002 RW. 005";"Kedoya Utara Kebon Jeruk Jakarta Barat";"DKI Jakarta";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306151";"001";"C";"PHYTOCHEMINDO REKSA~PT.";"";"Jl. Mercedes Benz No. 105 Gunung Putri,";"Bogor, Jawa Barat";"";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306161";"001";"C";"HOYU INDONESIA~PT.";"";"Jl. Maligi IX Lot V-2 Kawasan Industri KIIC Karawang";"Margakaya Telukjambe Barat";"Kab. Karawang Jawa Barat";"41361";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306171";"001";"C";"MEIJI FOOD INDONESIA~PT.";"";"Maligi III Lot J-2B Kawasan Industri KIIC";"Telukjambe Telukjambe Timur";"Kab. Karawang Jawa Barat";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306181";"001";"C";"LUMPINI~CV.";"";"Jl. Balikpapan No.9 E RT. 008 RW. 006";"Petojo Selatan, Gambir Jakarta Pusat";"DKI Jakarta";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306201";"001";"C";"GARDENIA MAKMUR SELARAS~PT.";"";"ANCOL BARAT I NO. 9 - 10 RT. RW. KEL.";"ANCOL KEC. PADEMANGAN JAKARTA";"UTARA, DKI JAKARTA";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306211";"001";"C";"ETIKA MARKETING~PT.";"";"Jl. Raya Gununggangsir KM 4.5 Randupitu";"Gempol Pasuruan Jawa Timur";"";"00000";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306221";"001";"C";"MANOHARA ASRI~PT.";"";"Jl. By Pass Km 24, Ponokawan Krian";"Sidoarjo Jawa Timur";"";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306231";"001";"C";"SOHO INDUSTRI PHARMASI~PT.";"";"Jl. Pulo Gadung No. 6 KIP Jatinegara";"Cakung Jakarta Timur";"";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306241";"001";"C";"TIRTA ANUGERAH MANDIRI~PT.";"";"BIZPARK 2 BLK A NO. 33";"PENGGILINGAN, CAKUNG, JAKARTA TIMUR";"";"ID";"";"";"";"";"4/3/2021 10:56:00 AM"
"306251";"001";"C";"CANDIKA WASTU PRAMATHANA~PT.";"";"Komplek Duta Mas Fatmawati Blok A1 No 14-16";"Jl. RS. Fatmawati No. 39 Cipete Utara Kebayoran Baru";"Jakarta Selatan DKI Jakarta";"12150";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306261";"001";"C";"NP FOODS INDONESIA~PT.";"";"Jl. Pulo Buaran IV BPSP Blok H/4 KIP";"Cakung Jakarta Timur DKI Jakarta Raya";"";"13930";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306271";"001";"C";"TIRTA ALAM SEGAR~PT.";"";"Kawasan Industri MM2100 Jl. Kalimantan";"Blok B1-2 Cikarang Barat Bekasi";"";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306281";"001";"C";"ASIH TUNGGAL~PT.";"";"Jl. Mekarsari No. 9 RT. 005 RW. 022";"Baleendah - Baleendah Kab. Bandung";"";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306291";"001";"C";"DERMA KONSEP ESTETIKA~PT.";"";"Kp Sukamantri RT 003 RW 003, Sukaraya";"Karang Bahagia, Bekasi, Jawa Barat";"";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306301";"001";"C";"TJE FU KU INTERNATIONAL~PT.";"";"Jl. Pangeran Jayakarta 66 No. B16 Mangga Dua";"Selatan Sawah Besar Jakarta Pusat";"";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306311";"001";"C";"MEYS SUKSES PRIMAFOOD~PT.";"";"Jl. Millenium 19 L. 02 No. 28 RT.006 RW.003";"Peusar Panongan Kab. Tangerang";"Banten";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306321";"001";"C";"YUSHIRO INDONESIA~PT.";"";"Maligi I Lot B-2B KIIC";"Sukaluyu - Telukjambe Timur";"Karawang - Jawa Barat";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306331";"001";"C";"PUSAT PENELITIAN SURFAKTAN DAN BIOENERGI LPPM-IPB~";"";"Kampus IPB Baranangsiang RT. 003 RW. 005";"Tegal Lega, Bogor Tengah Kota Bogor";"Jawa Barat";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306341";"001";"C";"SUPRA SARI LESTARI~PT.";"";"Jl. Pembangunan No. 5 RT/RW : 003/005";"Kedung Halang - Bogor Utara";"Bogor";"16710";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306351";"001";"C";"KAVINDO~PT.";"";"Komp Sentra Niaga Surya Kadu BI 2";"Kadujaya-Curug Tangerang";"";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306361";"001";"C";"AFI FARMA~PT.";"";"Jl. Mauni Industri No. 8 RT. 008 RW. 002";"Bangsal Pesantren Kota Kediri";"Jawa Timur";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306371";"001";"C";"TIRTA BUANA KEMINDO~PT.";"";"Kawasan Pergudangan Bizpark Jln. Raya Bekasi KM.21,5";"A-01 No. 35 RT.008 RW.004 Rawa Terate Cakung,";"Jakarta Timur";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306381";"001";"C";"NAITEK PERKASA JAYA~PT.";"";"Pabuaran Asri Jl. Garuda IV A5 No. 22";"RT. 002 RW. 018 Pabuaran Cibinong Kab. Bogor";"Jawa Barat";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306391";"001";"C";"TRISADA ANUGERAH MANDIRI~PT.";"";"Jl. Raya Bintara Blok AA No. 95, Ruko Griya Bintara";"Bintara Bekasi Barat Kota Bekasi - Jawa Barat";"";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306401";"001";"C";"ASIA PACIFIC FORTUNA SARI~PT.";"";"Cirarab RT.01 RW.03, Desa Cirarab Legok";"Legok Tangerang Banten";"";"15820";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306411";"001";"C";"UFI MASUYA NUSANTARA~PT.";"";"CEMPAKA RT. 002 RW. 001 JATI MULYA";"TAMBUN SELATAN BEKASI JAWA BARAT";"";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306421";"001";"C";"ASIA HEALTH ENERGI BEVERAGES~PT.";"";"JL. GATOT SUBROTO KAV.99 LT.3 MAMPANG PRAPATAN";"JAKARTA SELATAN DKI JAKARTA RAYA-12790";"";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306431";"001";"C";"ITO EN ULTRAJAYA WHOLESALE~PT.";"";"TALAVERA SUITE LT. 21 UNIT 5, 6 & 7 TALAVERA OFFICE PARK";"JL. LETJEN. TB. SIMATUPANG KAV. 22-26 RT. 001 RW. 001";"CILANDAK BARAT, CILANDAK";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306441";"001";"C";"PIONEERINDO SUGAKICO INDONESIA~PT.";"";"GD CFC Center Jl. Palmerah Utara No. 100";"RT. 001 RW. 007 Palmerah, Palmerah Jakarta Barat";"DKI Jakarta";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"306451";"001";"C";"COSMAX INDONESIA~PT.";"";"Jl. Raya Bogor KM 26.4 RT.003 RW.007";"Ciracas - Ciracas Jakarta Timur";"";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"306461";"001";"C";"ANUGERAH INDOFOOD BAROKAH MAKMUR~PT.";"";"Gedung Chase Plaza Lt. 11";"Jl. Jend. Sudirman Kav. 21 Karet Setia Budi";"Jakarta Selatan DKI Jakarta";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"306471";"001";"C";"PARAGON TECHNOLOGY AND INNOVATION~PT.";"";"Ciledug Raya No. 10 RT/RW 018/003";"Ulujami Pesanggrahan Jakarta Selatan";"DKI Jakarta";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"306481";"001";"C";"EAGLE INDO PHARMA~PT.";"";"Jl. Prabu Siliwangi No. 1 RT 001 RW 004";"Alamjaya Jatiuwung, Tangerang";"";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"306491";"001";"C";"TOMO FOOD INDUSTRI~PT.";"";"JL. RAYA UJUNGJAYA-CIKAMURANG RT. 0 RW. 0";"SAKURJAYA UJUNG JAYA KAB. SUMEDANG";"JAWA BARAT";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"306501";"001";"C";"MC LIVING ESSENTIALS INDONESIA~PT.";"";"Sentral Senayan II LT. 22 Unit 222A dan 222G";"Jl. Asia Afrika No. 8 Gelora Tanah Abang Jakarta Pusat";"DKI Jakarta";"10270";"";"";"";"";"4/3/2021 10:56:00 AM"
"306951";"001";"C";"PT. MARTINA BERTO Tbk,~";"";"Jl. Pulo Kambing II KIP No. 1 RT. 009 RW. 011";"Jatinegara Cakung";"Jakarta Timur DKI Jakarta";"13930";"";"";"";"";"4/3/2021 10:56:00 AM"
"306961";"001";"C";"NIJIMARU KEMASINDO SENTOSA~PT.";"";"JL. TEBET RAYA NO. 9 G";"TEBET BARAT TEBET";"";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"306971";"001";"C";"PT. SEMBILAN LANGIT INDONESIA~";"";"Dusun Cilentah RT. 008 RW. 001";"Curug Klari";"Kab. Karawang Jawa Barat";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"306981";"001";"C";"PT. INDOKARISMA PARVAIZ MAKMUR~";"";"Ruko Citypark Business Distrik Blok D No. 7";"Cengkareng Timur Cengkareng";"Jakarta Barat DKI Jakarta";"11730";"";"";"";"";"4/3/2021 10:56:00 AM"
"306991";"001";"C";"PT. TREAT TIME TRADERS~";"";"Jl. Wisma Damatex No. 38 RT.001 RW 001";"Cikokol";"Tangerang";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"307001";"001";"C";"PT. IKA PHARMINDO PUTRAMAS~";"";"Jl. Raya Pulogadung No.29 KIP";"Jatinergara - Cakung";"Jakarta Timur";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"307011";"001";"C";"UNION FOODS~PT.";"";"Desa, Jatake Jati Uwung";"Tangerang Banten";"";"15136";"";"";"";"";"4/3/2021 10:56:00 AM"
"307021";"001";"C";"MCDELICA FOOD INDONESIA~PT.";"";"JL. MODERN INDUSTRI XXIV BG. NO. 9";"BANDUNG, BANDUNG";"SERANG BANTEN";"42176";"";"";"";"";"4/3/2021 10:56:00 AM"
"400000";"400";"C";"OGAWA (SINGAPORE)/BONANZA";"";"51 Science Park Road";"Science Park II, #04-24,";"The Aries,";"117586";"";"";"";"SG";"4/3/2021 10:56:00 AM"
"400010";"400";"C";"OGAWA (SINGAPORE)/WRC INTL";"";"51 Science Park Road";"Science Park II, #04-24,";"The Aries,";"117586";"";"";"";"SG";"4/3/2021 10:56:00 AM"
"400020";"400";"C";"OGAWA (SINGAPORE)/THONG SIEK";"";"51 Science Park Road";"Science Park II, #04-24,";"The Aries,";"117586";"";"";"";"SG";"4/3/2021 10:56:00 AM"
"400030";"400";"C";"OGAWA (SINGAPORE)/MALAYSIA MILK";"";"51 Science Park Road";"Science Park II, #04-24,";"The Aries,";"117586";"";"";"";"SG";"4/3/2021 10:56:00 AM"
"400040";"400";"C";"OGAWA (SINGAPORE)/THAVEEVONG";"";"51 Science Park Road";"Science Park II, #04-24,";"The Aries,";"117586";"";"";"";"SG";"4/3/2021 10:56:00 AM"
"400050";"400";"C";"OGAWA (SINGAPORE)/SERENE";"";"51 Science Park Road";"Science Park II, #04-24,";"The Aries,";"117586";"";"";"";"SG";"4/3/2021 10:56:00 AM"
"400060";"400";"C";"OGAWA (SINGAPORE)/POKKA";"";"51 Science Park Road";"Science Park II, #04-24,";"The Aries,";"117586";"";"";"";"SG";"4/3/2021 10:56:00 AM"
"302920";"000";"C";"WORLDWIDE RESINS & CHEMICALS~PT.";"";"Kawasan Multiguna-Taman Techno";"Sektor XI Blok B No. 3A BSD City";"Setu - Tangerang Banten";"15310";"";"";"";"";"4/3/2021 10:56:00 AM"
"302930";"000";"C";"INTERBAT~PT.";"";"Jl. Cempaka Putih Barat 26 No.28";"Cempaka Putih Barat";"Jakarta Pusat";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"302940";"000";"C";"MURNI CAHAYA PRATAMA~PT.";"";"Jl. RC. Veteran No.162 RT. 001/01";"Bintaro - Pesanggrahan";"Jakarta Selatan";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"302950";"000";"C";"TIENS INDONESIA LOGISTIC TRADING~PT.";"";"Rukan Multiguna 5 PQR Lt 2 & 3";"Jl. Rajawali Selatan Raya Blok C-5 No.2";"Pademangan Timur-Jakarta Utara";"";"02164703228";"";"";"";"4/3/2021 10:56:00 AM"
"302960";"000";"C";"MULTI STAR RUKUN ABADI~PT.";"";"Jl. Rancajigang No. 180 RT.01 RW.15";"Padamulya, Majalaya, Kab Bandung  Jawa Barat";"";"";"0225955959";"";"";"";"4/3/2021 10:56:00 AM"
"302970";"000";"C";"BINTARA EXIMINDO~PT.";"";"Jl. Bungur Besar Raya No. 32 H";"Gunung Sahari Selatan-Kemayoran";"Jakarta Pusat";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"302980";"000";"C";"PRIMA CAHAYA INDOBEVERAGE~PT.";"";"Kawasan Industri Kota Bukit Indah Blok A2";"Lot 11,12,14, Bungursari, Purwakarta";"Jawa Barat";"41181";"0264351072";"";"";"";"4/3/2021 10:56:00 AM"
"302990";"000";"C";"KANEKA FOODS INDONESIA~PT.";"";"Jl. Maligi V Lot U-2 Kawasan Industri KIIC";"Margakarya-Telukjambe Barat";"Karawang";"41361";"";"";"";"";"4/3/2021 10:56:00 AM"
"303000";"000";"C";"UNITED FAMILY FOOD~PT.";"";"Perkant. Sunrise Garden Blok A3 No 1";"Kedoya Utara Kebon Jeruk";"DKI Jakarta Raya";"11520";"";"";"";"";"4/3/2021 10:56:00 AM"
"303010";"000";"C";"SUKMA SKIN TREATMENT~PT.";"";"Ruko Goding Serpong KP. Kamurang Atas";"RT/RW:01/01 Pakualam-Serpong Utara";"Tangerang";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"303020";"000";"C";"INTI MEGAH INDONESIA~CV.";"";"Taman Golf VI Blok AG 7 NO.17 RT 002 RW 014,";"Poris Plawad Indah, Cipondoh,";"Tangerang, Banten";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"303030";"000";"C";"SANTAI RIA~PT.";"";"Jl. Mangunsarkoro No.38";"Karangkidul, Semarang Tengah";"Semarang-Jawa Tengah";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"303040";"000";"C";"PRIMA MEDIKA LABORATORIES~PT.";"";"Jl. Raya Serang Ds. Kadu Rt. 17/04";"Kadu - Curug";"Kabupaten Tangerang";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"303050";"000";"C";"DION FARMA ABADI~PT.";"";"Jl. Jogja-Solo Km. 18 Rt/Rw 000/000";"Sanggrahan-Prambanan";"Klaten-Jawa Tengah";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"303051";"001";"C";"KOBE & LINA FOOD~CV.";"";"Jl. Manis Raya No. 15";"Kadu - Curug";"Tangerang";"15810";"";"";"";"";"4/3/2021 10:56:00 AM"
"303060";"000";"C";"PRIMA SARI NUSANTARA~PT.";"";"Swatantra Raya No. 8 RT.005 RW.005";"Jatiasih-Jatiasih, Kota Bekasi";"Jawa Barat";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"303070";"000";"C";"ESKOL SURYA ANUGERAH~PT.";"";"Jl. Rungkut Industri VIII / 26-28";"Kulisari, Tenggilis Mejoyo";"Surabaya";"60291";"";"";"";"";"4/3/2021 10:56:00 AM"
"303080";"000";"C";"NYUTO-SEIKA INDONESIA~PT.";"";"Jl. Petogogan II No. 4  A";"Pulo Kebayoran Baru";"Jakarta Selatan";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"303090";"000";"C";"MIKIE OLEO NABATI INDUSTRI~PT.";"";"Jl. Raya Narogong Km. 9";"Bojong Menteng - Rawa Lumbu";"Kotamadya Bekasi";"17117";"";"";"";"";"4/3/2021 10:56:00 AM"
"303100";"000";"C";"TRIFA RAYA LABORATORIES~PT.";"";"Jl. Soekarno Hatta No. 219";"Rt. 002 Rw. 011 Kopo";"Bojong Loa Kaler  Bandung";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"303110";"000";"C";"JAKARTA POWDER DRINK~CV.";"";"Komplek Wisma Mas Blok B3";"No. 40 Rt. 006/010";"Kel. Cinangka Kec.Sawangan";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"303120";"000";"C";"ULTRAJAYA ITO EN MANUFACTURING~PT.";"";"Talavera Suite LT. 21 Unit 5,6&7 Talavera Office Park";"Jl. Letjen.TB.Simatupang Kav.22-26 Rt.001 Rw.001";"Cilandak Barat, Jakarta";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"303130";"000";"C";"YAMAZAKI INDONESIA~PT.";"";"Jl. MH Thamrin No.09 Cikokol Tangerang";"Tangerang Banten";"";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"303141";"001";"C";"YAMAZAKI INDONESIA~PT.";"";"Jl. MH Thamrin No. 09 Cikokol Tangerang";"Tangerang Banten";"";"17530";"";"";"";"";"4/3/2021 10:56:00 AM"
"303150";"000";"C";"GLOBAL INDO PANGAN~PT.";"";"Jl. Rancabolang No. 29 RT 005 RW 002";"Kelurahan Manjahlega Kecamatan Rancasari";"Bandung Jawa Barat";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"303160";"000";"C";"ASAHI INDOFOOD BEVERAGE MAKMUR~PT.";"";"GD The City Tower LT.15 Jl.MH Thamrin No.81";"RT.000 RW.000, Menteng ,Jakarta Pusat";"DKI Jakarta Raya";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"303170";"000";"C";"UNICHARM NONWOVEN INDONESIA~PT.";"";"Ngoro Industrial Park D2-1 A RT 000 RW 000";"Ngoro Kab.Mojokerto Jawa Timur";"";"61385";"";"";"";"";"4/3/2021 10:56:00 AM"
"303180";"000";"C";"SENTRAL HARAPAN BERSAMA~PT.";"";"Jl. Kenari Raya L-18";"Langenharjo-Sukoharjo";"";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"303190";"000";"C";"PANDARIA MAKMUR~PT.";"";"Jl. Perancis Sukarno Hatta";"Rt. 06 Rw. 02 Kosambi Timur  Kosambi";"Tangerang";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"303200";"000";"C";"KEWPIE INDONESIA~PT.";"";"Kawasan GIIC Cikarang Blok CC";"No.5 Pasirranji - Cikarang Pusat";"Bekasi";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"303360";"000";"C";"GIZITATAPANGAN SEJAHTERA~PT.";"";"JL. PARALON I NO. 22 RT.002 RW.011";"CIGONDEWAH KALER, BANDUNG KULON";"KOTA BANDUNG, JAWA BARAT";"";"";"";"";"";"4/3/2021 10:56:00 AM"
